point_id,expected_logic_stps,expected_dram_stps
prefill_0287,13015.4486601707,14048.3206974852
prefill_0288,12571.3636949017,13750.8283009735
prefill_0289,53125.2356759741,57258.3173917865
prefill_0290,54485.5272348094,60680.4615962853
prefill_0291,103602.611031341,115952.924560084
prefill_0292,73559.641611843,84220.0438516739
prefill_0293,136335.271015883,161791.667808263
prefill_0294,85472.8696585802,99780.5129134309
prefill_0295,148489.022055049,176691.2506109
prefill_0296,99266.2414360508,114317.450898216
prefill_0297,144643.916704314,170458.060107858
prefill_0298,13064.8595482393,14105.9085099285
prefill_0299,12615.5881498466,13803.7579225975
prefill_0300,53229.7546853984,57379.8237348644
prefill_0301,54598.8375050623,60821.0414873689
prefill_0302,103615.009708648,115970.674783437
prefill_0303,73560.4237856005,84221.2334263318
prefill_0304,136338.904931087,161797.516841206
prefill_0305,85473.0482739438,99780.7911160233
prefill_0306,148489.022055049,176691.2506109
prefill_0307,99266.2414360508,114317.450898216
prefill_0308,144644.173106554,170458.4671948
prefill_0309,13414.5097146166,12439.9177410332
prefill_0310,13255.1076482799,12692.9894151666
prefill_0311,56759.4695642729,51534.9194587316
prefill_0312,57285.8800849989,55119.4856588705
prefill_0313,122722.949424235,113193.726399647
prefill_0314,90945.6469422223,83301.1304504404
prefill_0315,173576.05750887,160362.064838292
prefill_0316,109603.718813059,99356.6096199693
prefill_0317,189602.537343307,175129.414677314
prefill_0318,110968.424222371,102680.890443923
prefill_0319,185060.435488137,169354.249888736
prefill_0320,14797.0618729254,13486.1879231145
prefill_0321,14044.5124955511,13628.3232040986
prefill_0322,61467.6683374563,55386.7796041571
prefill_0323,59813.3766326374,57438.2676253811
prefill_0324,124770.358887115,114933.234525474
prefill_0325,91769.1085807341,83972.1319815521
prefill_0326,174991.954330958,161506.277350233
prefill_0327,110211.218162325,99755.0979570556
prefill_0328,191531.95535344,176547.276217143
prefill_0329,111021.84323935,103052.343328339
prefill_0330,187047.180323113,170421.10189609
prefill_0331,13621.4418504467,13621.4418504467
prefill_0332,13648.4805040178,13648.4805040178
prefill_0333,56304.4835937632,56304.4835937632
prefill_0334,59578.7928313577,59578.7928313577
prefill_0335,115714.283352094,115714.283352094
prefill_0336,84179.9291974305,84179.9291974305
prefill_0337,161744.890764313,161744.890764313
prefill_0338,99778.2873485385,99778.2873485385
prefill_0339,176691.2506109,176691.2506109
prefill_0340,103058.533845277,103058.533845277
prefill_0341,170454.80348232,170454.80348232
prefill_0342,12829.4640812548,13831.8714489517
prefill_0343,12490.3991459852,13655.2128612561
prefill_0344,52936.7920183606,57039.6924721781
